,business_id,categories,city,full_address,latitude,longitude,name,neighborhoods,open,photo_url,review_count,schools,stars,state,type,url
1780,7U7uLS9YjjhBM1SoyNH30w,"[Pakistani, Vegetarian, Indian, Restaurants]",Champaign,"302 S 1st St
Champaign, IL 61820",40.114132,-88.238369,Basmati Indian Cuisine,[],False,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,5,[University of Illinois - Urbana-Champaign],2.0,IL,business,http://www.yelp.com/biz/basmati-indian-cuisine-champaign
1782,bLRet5wIxuGym7AXtIHdHg,"[Chinese, Restaurants]",Seattle,"5022 University Way NE
University District
Seattle, WA 98105",47.6652583,-122.3130719,Mandarin Chef,[University District],True,http://s3-media3.ak.yelpcdn.com/bphoto/OEaXr14BTnGufmk7S3SnqQ/ms.jpg,104,[University of Washington],4.0,WA,business,http://www.yelp.com/biz/mandarin-chef-seattle
1785,miMx3VNOW8qPJC5wEGaIOw,"[Restaurants, Vietnamese]",Urbana,"114 N Vine St
Urbana, IL 61802",40.1126938,-88.2049202,Xinh Xinh Cafe,[],True,http://s3-media1.ak.yelpcdn.com/bphoto/TalcCu17PgOE30TTJfnMNQ/ms.jpg,84,[University of Illinois - Urbana-Champaign],4.0,IL,business,http://www.yelp.com/biz/xinh-xinh-cafe-urbana-2
1788,f6d_dU47QW-CZqfLPM8wzw,"[Bars, Nightlife, Restaurants]",La Jolla,"The Sheraton
3299 Holiday Ct
La Jolla, CA 92037",32.870541,-117.231284,Shooters Bar & Grill,[],True,http://s3-media3.ak.yelpcdn.com/bphoto/faRx3GmWpjxfSL20x5b8Tg/ms.jpg,4,[University of California - San Diego],3.0,CA,business,http://www.yelp.com/biz/shooters-bar-and-grill-la-jolla-2
1789,j0kyZSg3uMwTO9hde-raQw,"[American (New), Southern, Restaurants]",Chapel Hill,"201 S Estes Dr
Chapel Hill, NC 27516",35.9265084,-79.0280732,Weathervane Restaurant,[],True,http://s3-media1.ak.yelpcdn.com/bphoto/wrxrvHOlDYDgJjO6BO9oqQ/ms.jpg,99,[University of North Carolina - Chapel Hill],3.5,NC,business,http://www.yelp.com/biz/weathervane-restaurant-chapel-hill
1792,mfDkSweR9UTSdv0E0IpJdA,"[Italian, Restaurants]",Ithaca,"704 West Buffalo St.
Ithaca, NY 14850",42.442233,-76.511597,Joe's Carryout & Delivery,[],True,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,2,[Cornell University],1.5,NY,business,http://www.yelp.com/biz/joes-carryout-and-delivery-ithaca
1793,gAoqMSnWIeXMT1WvP_EfBg,"[Diners, Restaurants]",Pittsburgh,"1816 Murray Ave
Squirrel Hill
Pittsburgh, PA 15289",40.4363973,-79.9229928,Eat n' Park,[Squirrel Hill],True,http://s3-media4.ak.yelpcdn.com/bphoto/OL3lp-sQ1icPZQwhIpPGjg/ms.jpg,26,[Carnegie Mellon University],3.0,PA,business,http://www.yelp.com/biz/eat-n-park-pittsburgh
1794,2crmRB4gANOKDX5tl-XYBw,"[Italian, Pizza, Restaurants]",Los Angeles,"1116 Westwood Blvd
Westwood
Los Angeles, CA 90024",34.0604049,-118.445093,Pastaghetti,[Westwood],False,http://s3-media2.ak.yelpcdn.com/bphoto/huczIXuCoJ6Sxh3iu6RL2A/ms.jpg,4,[University of California - Los Angeles],2.5,CA,business,http://www.yelp.com/biz/pastaghetti-los-angeles
1795,eAZ6O8mY7_iH5i6njXVWnA,"[Food, Donuts, Coffee & Tea]",Ithaca,"205 S Meadow St
Ithaca, NY 14850",42.438087,-76.507852,Dunkin Donuts,[],True,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,4,[Cornell University],1.5,NY,business,http://www.yelp.com/biz/dunkin-donuts-ithaca
1798,Vj1fFI5-CjEEQM1z3UQPqQ,"[Food, Coffee & Tea]",Philadelphia,"4140 Woodland Ave
University City
Philadelphia, PA 19104",39.9475802,-75.2061794,Starbucks Coffee,"[University City, Spruce Hill]",True,http://s3-media2.ak.yelpcdn.com/bphoto/89IGnVek4wDm0J12lrO0EQ/ms.jpg,3,[University of Pennsylvania],4.5,PA,business,http://www.yelp.com/biz/starbucks-coffee-philadelphia-13
1799,lUSKL05WeAYYzV_Bd-vZ5g,"[Food, Juice Bars & Smoothies]",Austin,"2304 Guadalupe St
The Drag
Austin, TX 78705",30.2865657,-97.741677,Jamba Juice,"[The Drag, West Campus, University of Texas]",True,http://s3-media4.ak.yelpcdn.com/bphoto/FCh-7nIR206ov2-7BUY38g/ms.jpg,19,[University of Texas - Austin],4.5,TX,business,http://www.yelp.com/biz/jamba-juice-austin-2
1805,1b9Xu7N2pkqf2zBiLQAQQw,"[Bars, Mexican, Nightlife, Restaurants]",Ann Arbor,"1140 S University Ave
South University Ann Arbor
Ann Arbor, MI 48104",42.2749842,-83.735277,BTB Cantina,[South University Ann Arbor],True,http://s3-media1.ak.yelpcdn.com/bphoto/ToG3p9_rSxgNmsSXaOxQvw/ms.jpg,25,[University of Michigan - Ann Arbor],4.0,MI,business,http://www.yelp.com/biz/btb-cantina-ann-arbor-2
1806,CYAkYUjKTycDER_l80qP0Q,"[Fast Food, Sandwiches, Restaurants]",Austin,"2348 Guadalupe St
The Drag
Austin, TX 78703",30.287379,-97.7417037,Which Wich,"[The Drag, West Campus, University of Texas]",True,http://s3-media2.ak.yelpcdn.com/bphoto/4fAiKbQbbmIJLelF7KuMOA/ms.jpg,42,[University of Texas - Austin],3.5,TX,business,http://www.yelp.com/biz/which-wich-austin-2
1808,imkMH4_aKRQeMQkKn7zxBA,"[Specialty Food, Food, Fruits & Veggies]",New York,"Broadway at 115th St
Morningside Heights
New York, NY 10027",40.8073056,-73.9642983,Broadway Farmer's Market,[Morningside Heights],True,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,5,[Columbia University],4.5,NY,business,http://www.yelp.com/biz/broadway-farmers-market-new-york
1810,iDty9l-Hsdb2ntXVF7PSfw,"[Food, Juice Bars & Smoothies]",Pittsburgh,"735 Copeland St
Lower Level
Shadyside
Pittsburgh, PA 15232",40.4511759,-79.934574,Juice Box Cafe,[Shadyside],False,http://s3-media4.ak.yelpcdn.com/bphoto/wWpnXWSgeimK08XTV64ZSg/ms.jpg,12,[Carnegie Mellon University],3.5,PA,business,http://www.yelp.com/biz/juice-box-cafe-pittsburgh-2
1813,4o6C5dFjyjBvF1g9st78NA,"[Bars, American (New), Nightlife, Restaurants]",Ithaca,"111 N Aurora St
Ithaca, NY 14850",42.4399467,-76.4956514,Ithaca Ale House,[],True,http://s3-media4.ak.yelpcdn.com/bphoto/63Sl3_mf2LUuTebW3W8bCA/ms.jpg,63,[Cornell University],4.0,NY,business,http://www.yelp.com/biz/ithaca-ale-house-ithaca
1816,SdhpCQYwk9Kf0YuJjDpfrA,"[Food, Specialty Food, Grocery, Ethnic Food]",Plainsboro,"660 Plainsboro Rd
Plainsboro, NJ 08536",40.32761,-74.5754303,Asian Food Center of Princeton,[],True,http://s3-media2.ak.yelpcdn.com/bphoto/cwhaoXbn-ipNYs7QIDdapQ/ms.jpg,17,[Princeton University],3.0,NJ,business,http://www.yelp.com/biz/asian-food-center-of-princeton-plainsboro
1817,CkZ4EyE9bpS1Wl9zejMHfQ,"[Food, Coffee & Tea]",Berkeley,"UC Berkeley
Stanley Hall
UC Campus Area
Berkeley, CA 94720",37.8738032492,-122.256599665,Yali's Stanley Hall Cafe,[UC Campus Area],True,http://s3-media4.ak.yelpcdn.com/bphoto/dXHLYCHvqcrdw_dXplDAqg/ms.jpg,69,[University of California at Berkeley],3.0,CA,business,http://www.yelp.com/biz/yalis-stanley-hall-cafe-berkeley
1819,AU5C7IX0mogLK32u2EEOBQ,"[Food, Coffee & Tea, Italian, Sandwiches, Restaurants]",Philadelphia,"3736 Spruce St
University City
Philadelphia, PA 19104",39.9511035,-75.198778,Gia Pronto,[University City],True,http://s3-media1.ak.yelpcdn.com/bphoto/Z2YtUblYc5X9oYBsfBVCKA/ms.jpg,45,[University of Pennsylvania],4.0,PA,business,http://www.yelp.com/biz/gia-pronto-philadelphia
1823,Ox70VXLS3IcwzVIl9vimZg,"[Mexican, Restaurants]",Lafayette,"3540 St Rd 38 E
Lafayette, IN 47905",40.3960005,-86.8510003,Las Olas,[],True,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,2,[Purdue University],3.0,IN,business,http://www.yelp.com/biz/las-olas-lafayette
1825,5ph4kLeJb9v5hl71SyVv8Q,"[Fast Food, Sandwiches, Restaurants]",Seattle,"4730 University Way NE
Ste 102
University District
Seattle, WA 98105",47.664116,-122.312722,Which Wich?,[University District],True,http://s3-media2.ak.yelpcdn.com/bphoto/TBZfhpl_Gw-H-Esei1QXqg/ms.jpg,85,[University of Washington],4.0,WA,business,http://www.yelp.com/biz/which-wich-seattle
1827,B9GksX3lfiBwUAzXCzmOvQ,"[Food, Ice Cream & Frozen Yogurt]",Los Angeles,"10912 Le Conte Ave
Westwood
Los Angeles, CA 90024",34.0636569,-118.4457947,Polar Monkey,[Westwood],True,http://s3-media2.ak.yelpcdn.com/bphoto/Gtq2Axi0Erw-oud-ouwQZw/ms.jpg,12,[University of California - Los Angeles],2.5,CA,business,http://www.yelp.com/biz/polar-monkey-los-angeles
1829,o3C7dw7StU96jvJGEh1GhQ,"[American (Traditional), Restaurants]",Lafayette,"605 Main St
Lafayette, IN 47901",40.418953,-86.890374,DT Kirbys,[],True,http://s3-media4.ak.yelpcdn.com/bphoto/MRb4lR8CM1j7gz_Ab3CKYQ/ms.jpg,68,[Purdue University],4.0,IN,business,http://www.yelp.com/biz/dt-kirbys-lafayette
1831,1zn1bD7ZDNosQDKMosPB0A,[Restaurants],Cambridge,"50 Hampshire St
Kendall Square/MIT
Cambridge, MA 02139",42.366871,-71.0927485,Atasca Broadway,[Kendall Square/MIT],False,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,3,"[Massachusetts Institute of Technology, Harvard University]",4.5,MA,business,http://www.yelp.com/biz/atasca-broadway-cambridge
1836,BwRGLWXXo9vIZHugdDnAKQ,[Food],Los Angeles,"Vermont and Adams
South Los Angeles
Los Angeles, CA 90007",34.0327687,-118.2915512,Don Chon Taco Truck,[South Los Angeles],True,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,3,[University of Southern California],4.5,CA,business,http://www.yelp.com/biz/don-chon-taco-truck-los-angeles
1845,P0FaNB6xWUkumB1Pe3I8Ig,"[Restaurants, Vietnamese]",Ithaca,"213 1/2 Dryden Rd
Ithaca, NY 14850",42.441472,-76.484526,Xeo's Cafe,[],False,http://s3-media2.ak.yelpcdn.com/bphoto/g7Hsio3lF31jx99sJ54fnA/ms.jpg,11,[Cornell University],4.5,NY,business,http://www.yelp.com/biz/xeos-cafe-ithaca
1848,22o_VdMfKA1jjemWwbeujg,"[Food, Coffee & Tea, Spanish, Basque, Restaurants]",Cambridge,"12 Bow St
Harvard Square
Cambridge, MA 02138",42.371751,-71.115472,Cafe Pamplona,[Harvard Square],True,http://s3-media2.ak.yelpcdn.com/bphoto/2MiOYZ0KN1VIJd5BtgInlg/ms.jpg,105,"[Massachusetts Institute of Technology, Harvard University]",3.5,MA,business,http://www.yelp.com/biz/cafe-pamplona-cambridge
1849,ntGk1hWIq3I23gUx0baOsA,"[Food, Ice Cream & Frozen Yogurt]",Los Angeles,"10878 Kinross Ave
Westwood
Los Angeles, CA 90024",34.0607485,-118.4453174,Haagen-Dazs,[Westwood],False,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,4,[University of California - Los Angeles],4.0,CA,business,http://www.yelp.com/biz/haagen-dazs-los-angeles
1857,-k4cEHUNUK1HVaxkh8lNzw,"[Mexican, Restaurants]",La Jolla,"9500 Gilman Dr
La Jolla, CA 92093",32.8768892,-117.239913,El Mercado,[],True,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,4,[University of California - San Diego],2.5,CA,business,http://www.yelp.com/biz/el-mercado-la-jolla
1860,idZyuQIe-ZkecpHN8fTb1Q,"[Restaurants, Mexican, Food Stands, Hot Dogs]",Los Angeles,"Corner of Vermont Ave and 29th St
South Los Angeles
Los Angeles, CA 90007",34.0283883,-118.2915252,Omar's Hot Dog Stand,[South Los Angeles],True,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,2,[University of Southern California],5.0,CA,business,http://www.yelp.com/biz/omars-hot-dog-stand-los-angeles
1862,tE4H7SuEBCdF8O-BMAAB6g,"[Pizza, Restaurants]",Pittsburgh,"4815 Centre Ave
Ste 4
Bloomfield
Pittsburgh, PA 15213",40.453725,-79.946995,Papa John's Pizza,[Bloomfield],True,http://s3-media2.ak.yelpcdn.com/bphoto/uDQ-4aFOJ1NfPkmpatDNaA/ms.jpg,4,[Carnegie Mellon University],2.5,PA,business,http://www.yelp.com/biz/papa-johns-pizza-pittsburgh-2
1863,8LUM4M_OzTDg_XWn5fiR8A,"[Specialty Food, Ethnic Food, Food Stands, Food, Restaurants]",Pittsburgh,"Margaret Morrison/Forbes Ave
CMU Campus in front of Sorority Row
Oakland
Pittsburgh, PA 15213",40.4379259,-79.9556424,Moonlite Express,[Oakland],True,http://s3-media3.ak.yelpcdn.com/bphoto/3zNo8wJjvW75-2OVp3GYVg/ms.jpg,6,[Carnegie Mellon University],4.0,PA,business,http://www.yelp.com/biz/moonlite-express-pittsburgh
1864,wdCueFoa6yDXnghOOJ1MrQ,"[Food, Grocery]",Cambridge,"36 Prospect St
Central Square
Cambridge, MA 02139",42.3659549,-71.1034605,Yoshinoya,[Central Square],False,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,14,"[Massachusetts Institute of Technology, Harvard University]",4.0,MA,business,http://www.yelp.com/biz/yoshinoya-cambridge
1865,ZdyMzW01ZDsTO5krWB9Ywg,"[Food, Coffee & Tea, Cafes, Restaurants]",San Luis Obispo,"1110 Garden St
San Luis Obispo, CA 93401",35.2791709,-120.6632064,Linnaea's Cafe,[],True,http://s3-media2.ak.yelpcdn.com/bphoto/cUWmilltDE9xjZDHIByAfg/ms.jpg,150,[California Polytechnic State University],4.0,CA,business,http://www.yelp.com/biz/linnaeas-cafe-san-luis-obispo
1869,YmupeGDFKFLPfPUAe6aarQ,"[Thai, Restaurants]",Stanford,"Basement of 420 Jordan Hall
450 Serra Mall
Stanford, CA 94305",37.4283014,-122.1688301,Thai Cafe,[],True,http://s3-media3.ak.yelpcdn.com/bphoto/kcn24DGYOnUuzl09G5K4fA/ms.jpg,72,[Stanford University],3.5,CA,business,http://www.yelp.com/biz/thai-cafe-stanford
1872,Ee7h-Pp4jhAEQVK7ay2AtQ,"[Indian, Restaurants]",Westwood,"1051 Gayley Ave
Westwood
Westwood, CA 90024",34.0610559,-118.4472248,Bombay Bite,[Westwood],True,http://s3-media2.ak.yelpcdn.com/bphoto/oimJvOlBJcafw8KN426nvw/ms.jpg,84,[University of California - Los Angeles],3.0,CA,business,http://www.yelp.com/biz/bombay-bite-westwood
1875,Kh0FOgeO24VaDHRCCQx11g,"[Fast Food, Chinese, Restaurants]",Pasadena,"950 E Colorado Blvd
Ste 104
Pasadena
Pasadena, CA 91106",34.1457411,-118.1302377,China Town Express,[Pasadena],True,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,6,[California Institute of Technology],2.5,CA,business,http://www.yelp.com/biz/china-town-express-pasadena
1877,Y0WP6ZFx-CSYmsbKogLkhQ,"[American (New), Restaurants]",Christiansburg,"2650 Market St
Christiansburg, VA 24073",37.1659999,-80.4223,Arby's,[],True,http://s3-media1.ak.yelpcdn.com/bphoto/cU1SR9s3k2sgwTjNblYYfg/ms.jpg,2,[Virginia Tech],3.0,VA,business,http://www.yelp.com/biz/arbys-christiansburg
1878,o17psNgeW7JqIzyADk8Yfg,"[American (New), Restaurants]",Seattle,"5001 25th Ave NE
University District
Seattle, WA 98105",47.665048,-122.300996,50 North,[University District],True,http://s3-media1.ak.yelpcdn.com/bphoto/SPa5Fgnmm8xhMI8s8-6_Pw/ms.jpg,85,[University of Washington],3.5,WA,business,http://www.yelp.com/biz/50-north-seattle
1880,SbAPqJhfBQ4klJQd7XzR2g,"[Gelato, Food, Ice Cream & Frozen Yogurt]",Princeton,"301 N Harrison St
Princeton, NJ 08540",40.3634191,-74.6496534,Gelavino Gelato,[],True,http://s3-media4.ak.yelpcdn.com/bphoto/LUyCRBM3NFjdOKwC63oQ0w/ms.jpg,10,[Princeton University],4.5,NJ,business,http://www.yelp.com/biz/gelavino-gelato-princeton
1883,RmrYUMJvBzSAtjtMYH1Glw,"[Breakfast & Brunch, Sandwiches, Restaurants]",Troy,"49 3rd St
Troy, NY 12180",42.730607,-73.6907669,Selena's Cafe,[],True,http://s3-media4.ak.yelpcdn.com/bphoto/qYN7H0H-6oo6TNcmjQhnIA/ms.jpg,3,[Rensselaer Polytechnic Institute],3.5,NY,business,http://www.yelp.com/biz/selenas-cafe-troy
1885,03K9F1xumPgdRiohRrXyfw,"[Breakfast & Brunch, American (New), Restaurants]",Philadelphia,"3600 Sansom St
University City
Philadelphia, PA 19104",39.9538657,-75.1956868,University Club at Penn,[University City],True,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,4,[University of Pennsylvania],3.0,PA,business,http://www.yelp.com/biz/university-club-at-penn-philadelphia
1894,qIxXA8eb0kSI9JQPy0K7Mw,"[Food, Coffee & Tea]",Los Angeles,"1010 Glendon Ave
Westwood
Los Angeles, CA 90024",34.0622678,-118.4440668,It's A Grind Coffee House,[Westwood],False,http://s3-media2.ak.yelpcdn.com/bphoto/BD2CfYWfAhqKLVSU3IkT1g/ms.jpg,24,[University of California - Los Angeles],4.0,CA,business,http://www.yelp.com/biz/its-a-grind-coffee-house-los-angeles-2
1899,ewN-O_-qRGfxVOT6QmbgIQ,"[Food, Juice Bars & Smoothies]",Ann Arbor,"614 E Liberty St
Downtown Ann Arbor
Ann Arbor, MI 48113",42.2793662,-83.7418374,Beyond Juice,[Downtown Ann Arbor],False,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,8,[University of Michigan - Ann Arbor],4.0,MI,business,http://www.yelp.com/biz/beyond-juice-ann-arbor
1900,Bord8ZwKPpSYZ9Adi-afuQ,[Restaurants],Seattle,"4002 University Way NE
University District
Seattle, WA 98105",47.6551964,-122.3132618,Cafe Allegro At the College Inn,[University District],False,http://s3-media4.ak.yelpcdn.com/bphoto/bv34PL8Gsnsyq_oDT4h-Yw/ms.jpg,22,[University of Washington],3.5,WA,business,http://www.yelp.com/biz/cafe-allegro-at-the-college-inn-seattle
1904,j0C1t08TLW_iPPdC-8P_vQ,"[Soup, Sandwiches, Restaurants]",Berkeley,"2442 Telegraph Ave
Telegraph Ave
Berkeley, CA 94704",37.8661704,-122.2588105,Cafe Intermezzo,"[Telegraph Ave, UC Campus Area]",False,http://s3-media3.ak.yelpcdn.com/bphoto/atpxyP-LMAJb50ZuwLDW8w/ms.jpg,849,[University of California at Berkeley],4.0,CA,business,http://www.yelp.com/biz/cafe-intermezzo-berkeley
1905,57VozB9tq5SbNst9nO-jxA,"[American (New), French, Restaurants]",Ann Arbor,"415 N 5th Ave
Kerrytown Ann Arbor
Ann Arbor, MI 48104",42.2846571,-83.7466306,Eve,[Kerrytown Ann Arbor],False,http://s3-media1.ak.yelpcdn.com/bphoto/8cM5Idz8U0YoQOOrJ4BXYA/ms.jpg,86,[University of Michigan - Ann Arbor],4.0,MI,business,http://www.yelp.com/biz/eve-ann-arbor
1906,2fTayx8rmxVAz23BSVH1aA,"[Food, Desserts, Sandwiches, Restaurants]",Providence,"95 South St
DownCity
Providence, RI 02903",41.8168113,-71.4092755,Rue-Bis,[DownCity],True,http://s3-media2.ak.yelpcdn.com/bphoto/qFTDKBx7g94WHVWA9-D-ww/ms.jpg,16,[Brown University],4.0,RI,business,http://www.yelp.com/biz/rue-bis-providence
1908,_U7dzehUGTLIcVjy3lxE9A,"[Food, Specialty Food, Grocery, Health Markets]",Princeton,"3495 US Hwy 1
Princeton, NJ 08540",40.309671,-74.6676499,Whole Foods Market,[],True,http://s3-media4.ak.yelpcdn.com/bphoto/XMz1wCMChJKtNGYrRATC9A/ms.jpg,42,[Princeton University],4.0,NJ,business,http://www.yelp.com/biz/whole-foods-market-princeton
1912,1gmQveOc1_9I-m24g73edg,[Restaurants],Montclair,"5044 E Montclair Plaza Ln
Montclair, CA 91763",34.0883658,-117.6950076,Sbarro's Restaurant,[],True,http://s3-media4.ak.yelpcdn.com/bphoto/KQsfj-7NrsWAI2-Utvr7DQ/ms.jpg,2,[Harvey Mudd College],1.0,CA,business,http://www.yelp.com/biz/sbarros-restaurant-montclair
1914,LhHClmzuywciGSbN4eiigw,"[Breakfast & Brunch, American (Traditional), Restaurants]",Atlanta,"555 Peachtree St NE
Downtown
Atlanta, GA 30308",33.76966,-84.3850629,Pleasant Peasant,[Downtown],False,http://s3-media1.ak.yelpcdn.com/bphoto/43JCI_PHpq3LutooD_BD1w/ms.jpg,6,[Georgia Institute of Technology],3.0,GA,business,http://www.yelp.com/biz/pleasant-peasant-atlanta
1915,2wu_RvBn3QYANniI6oD4pA,"[French, Restaurants]",Providence,"125 N Main St
College Hill
Providence, RI 02903",41.828387,-71.409408,Cafe Noir,[College Hill],False,http://s3-media3.ak.yelpcdn.com/bphoto/JQ4GZ-RKvYdhiOHFGf4Xsg/ms.jpg,34,[Brown University],3.5,RI,business,http://www.yelp.com/biz/cafe-noir-providence
1917,iK553cAcqmyODMQbu19eHw,"[Chinese, Restaurants]",Houston,"2502 W Holcombe Blvd
West University
Houston, TX 77030",29.7062518,-95.4167994,Happy All Chinese Restaurant,"[West University, Braeswood Place]",True,http://s3-media3.ak.yelpcdn.com/bphoto/CxlZQI0bdBgW9NmCOZMYzQ/ms.jpg,18,[Rice University],3.0,TX,business,http://www.yelp.com/biz/happy-all-chinese-restaurant-houston
1918,F-FigR53J4BFf8fWIiH0rg,"[Sandwiches, Pizza, American (New), Asian Fusion, Restaurants]",Stanford,"318 Campus Dr
Stanford, CA 94305",37.430793,-122.1741966,Nexus Cafe,[],True,http://s3-media2.ak.yelpcdn.com/bphoto/Pud18lW3p0SVUagb31r6PQ/ms.jpg,61,[Stanford University],3.5,CA,business,http://www.yelp.com/biz/nexus-cafe-stanford
1920,DD8Qp8dOOJSRg2KeG67ZbQ,"[Delis, Restaurants]",San Luis Obispo,"726 Higuera St
San Luis Obispo, CA 93401",35.2792036,-120.6642199,Kona's Deli,[],False,http://s3-media3.ak.yelpcdn.com/bphoto/TS_3B4d5l8WfvZ28fkimug/ms.jpg,4,[California Polytechnic State University],3.5,CA,business,http://www.yelp.com/biz/konas-deli-san-luis-obispo
1921,Q872Q2cOxRNPBwL4ukfw8Q,"[Burgers, Fast Food, Restaurants]",Pasadena,"1415 E Colorado Blvd
Pasadena
Pasadena, CA 91106",34.1459656,-118.1213915,Jack In The Box,[Pasadena],True,http://s3-media3.ak.yelpcdn.com/bphoto/g-xbQFt8mtKEPRv-zb8MQQ/ms.jpg,19,[California Institute of Technology],3.5,CA,business,http://www.yelp.com/biz/jack-in-the-box-pasadena-3
1922,_PXfiL60ObKC9KUIMNiTRA,"[Chinese, Restaurants]",Princeton Junction,"217 Clarksville Rd
Princeton Junction, NJ 08550",40.3002139,-74.641201,Hot Wok Cafe,[],True,http://s3-media4.ak.yelpcdn.com/bphoto/_u1i8hDvtRsW28m7YKKX_g/ms.jpg,15,[Princeton University],4.0,NJ,business,http://www.yelp.com/biz/hot-wok-cafe-princeton-junction
1923,1YC7AbQMlNb5mLUlwwaa3w,"[Pizza, Restaurants]",Pittsburgh,"5750 Ellsworth Ave
Shadyside
Pittsburgh, PA 15232",40.455682,-79.9311438,Bites and Brews,[Shadyside],True,http://s3-media2.ak.yelpcdn.com/bphoto/QMzVJ4tgEwcint2yyO2cYg/ms.jpg,48,[Carnegie Mellon University],3.5,PA,business,http://www.yelp.com/biz/bites-and-brews-pittsburgh
1926,wfO1xdAeJMb_miGDU19W-w,"[Cafes, French, Restaurants]",Champaign,"415 N Neil St
Champaign, IL 61820",40.1198574,-88.243676,Carmon's Bistro,[],True,http://s3-media3.ak.yelpcdn.com/bphoto/fjgNSfFC_rIkCR6pRgqTZg/ms.jpg,17,[University of Illinois - Urbana-Champaign],3.5,IL,business,http://www.yelp.com/biz/carmons-bistro-champaign
1934,3FB30LGJfWUKxRqwXfq9UQ,"[Pakistani, Indian, Restaurants]",Cambridge,"17 Central Sq
Central Square
Cambridge, MA 02139",42.3654875,-71.10417,India Pavilion Restaurant,[Central Square],True,http://s3-media2.ak.yelpcdn.com/bphoto/_D3fE04OFwTt9FXBqQ_Irw/ms.jpg,169,"[Massachusetts Institute of Technology, Harvard University]",3.5,MA,business,http://www.yelp.com/biz/india-pavilion-restaurant-cambridge
1936,kPTd3dJ3alFcHYyeOdkWmg,"[Breakfast & Brunch, Restaurants]",La Jolla,"4250 Executive Sq
Ste 125
La Jolla, CA 92037",32.874484,-117.214722,Brothers Restaurant & Deli,[],True,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,5,[University of California - San Diego],3.0,CA,business,http://www.yelp.com/biz/brothers-restaurant-and-deli-la-jolla
1937,NPfFfZtAaYobgRa55B8Aww,"[Thai, Restaurants]",Los Angeles,"3655 S Grand Ave
Ste C4
South Los Angeles
Los Angeles, CA 90007",34.017376,-118.278063,Thai Corner Food Express,"[South Los Angeles, South East LA]",True,http://s3-media1.ak.yelpcdn.com/bphoto/EXotc8NdSIRdYhnL7pUBOA/ms.jpg,60,[University of Southern California],3.5,CA,business,http://www.yelp.com/biz/thai-corner-food-express-los-angeles
1939,Ds-yqLSYUjUpn1HyqBjEnQ,"[Fast Food, Restaurants]",Cambridge,"463 Massachusetts Avenue
Central Square
Cambridge, MA 02139",42.3637997,-71.1010305,McDonald's,[Central Square],True,http://s3-media3.ak.yelpcdn.com/bphoto/HZxn9M9lvc9YKCEqCMspFg/ms.jpg,23,"[Massachusetts Institute of Technology, Harvard University]",2.0,MA,business,http://www.yelp.com/biz/mcdonalds-cambridge-3
1941,6QiyLWCG6AYkzKYuKdrCSQ,"[Filipino, Restaurants]",Chapel Hill,"169 E Franklin St
Chapel Hill, NC 27514",35.9137655,-79.054232,Inihaw,[],False,http://s3-media3.ak.yelpcdn.com/bphoto/Dudsj-7Grs6EXwzbP-aqFA/ms.jpg,4,[University of North Carolina - Chapel Hill],3.5,NC,business,http://www.yelp.com/biz/inihaw-chapel-hill
1948,w5zZ8k4Z83q2UyYsCrlwCA,"[Italian, Pizza, Restaurants]",Seattle,"4529 University Way NE
University District
Seattle, WA 98105",47.6621632,-122.3131097,Pagliacci Pizza,[University District],True,http://s3-media1.ak.yelpcdn.com/bphoto/hvAvbIK6CbNMrogc5pPysg/ms.jpg,95,[University of Washington],4.0,WA,business,http://www.yelp.com/biz/pagliacci-pizza-seattle-5
